reading_id,timestamp,system_id,collected_by,collection_method,conductivity,ph,total_hardness,m_alkalinity,chloride,free_halogen,inhibitor_ppm,iron,sulfite,nitrite,microbio_dipslide,units,notes
RD-00518,2026-04-28 12:40,SYS-0009,Marcus Webb,field,3049.0,11.2,0.7,752.0,,,,0.38,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00519,2026-04-28 12:45,SYS-0006,Marcus Webb,field,3150.0,11.2,0.1,706.0,,,,0.52,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00520,2026-04-28 13:15,SYS-0007,Marcus Webb,field,1645.0,8.9,430.0,,119.0,0.49,11.0,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00521,2026-04-28 13:45,SYS-0010,Marcus Webb,field,1615.0,8.7,434.0,,189.0,0.53,12.6,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00522,4/29/26 0:00,SYS-0014,BMS export,bms,3.03,,,,,,,,,,,cond=mS/cm,
RD-00523,4/29/26 0:00,SYS-0015,BMS export,bms,2.79,8.7,,,,,,,,,,cond=mS/cm,
RD-00524,4/29/26 0:00,SYS-0016,BMS export,bms,3.02,8.5,,,,,,,,,,cond=mS/cm,
RD-00525,4/29/26 0:00,SYS-0017,BMS export,bms,3.01,8.7,,,,,,,,,,cond=mS/cm,
RD-00526,2026-04-29 08:20,SYS-0029,Tomas Rivera,field,2745.0,9.2,,,,,239.0,0.06,,,,cond=uS/cm;moly=ppm,
RD-00527,2026-04-29 08:45,SYS-0037,Tomas Rivera,field,3118.0,11.1,0.1,,,,,0.24,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00528,2026-04-29 09:15,SYS-0019,Marcus Webb,field,2619.0,9.4,,,,,,0.52,,760,,cond=uS/cm;nitrite=ppm,Sample drawn before re-dose.
RD-00529,2026-04-29 12:10,SYS-0036,Tomas Rivera,field,2949.0,11.1,0.6,699.0,,,,0.38,20.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00530,2026-04-29 12:10,SYS-0038,Tomas Rivera,field,1655.0,8.9,434.0,,118.0,0.4,12.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00531,2026-04-29 13:40,SYS-0020,Marcus Webb,field,1438.0,8.5,351.0,,123.0,0.53,13.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00532,2026-04-29 14:20,SYS-0028,Tomas Rivera,field,1540.0,8.5,532.0,,122.0,0.48,11.8,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00533,2026-04-29 14:45,SYS-0021,Marcus Webb,field,2527.0,11.1,0.7,633.0,,,,0.3,34.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00534,2026-04-29 15:15,SYS-0027,Tomas Rivera,field,2952.0,11.0,1.0,549.0,,,,0.39,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00535,2026-04-29 15:20,SYS-0039,Tomas Rivera,field,2085.0,9.4,,,,,,0.38,,1081.0,,cond=uS/cm;nitrite=ppm,
RD-00536,4/30/26 0:00,SYS-0014,BMS export,bms,2.8,8.7,,,,,,,,,,cond=mS/cm,
RD-00537,4/30/26 0:00,SYS-0015,BMS export,bms,2.88,8.7,,,,,,,,,,cond=mS/cm,
RD-00538,4/30/26 0:00,SYS-0016,BMS export,bms,2.96,8.6,,,,,,,,,,cond=mS/cm,
RD-00539,4/30/26 0:00,SYS-0017,BMS export,bms,2.97,8.9,,,,,,,,,,cond=mS/cm,
RD-00540,2026-04-30 08:00,SYS-0016,Jenn Fowler,field,3176.0,8.2,424.0,,261.0,0.78,14.3,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00541,2026-04-30 10:30,SYS-0014,Jenn Fowler,field,2714.0,8.7,385.0,,237.0,0.54,16.9,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00542,2026-04-30 11:10,SYS-0018,Jenn Fowler,field,3224.0,10.2,,,,,263.0,0.18,,,,cond=uS/cm;moly=ppm,
RD-00543,2026-04-30 11:40,SYS-0015,Jenn Fowler,field,2877.0,8.7,317.0,,219,0.85,18.0,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00544,2026-04-30 12:30,SYS-0017,Jenn Fowler,field,3050.0,8.6,429.0,,244.0,0.42,15.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00545,2026-04-30 13:00,SYS-0025,Dale Hardy,field,2746.0,11.0,0.5,,,,,0.32,35.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00546,2026-04-30 13:10,SYS-0026,Dale Hardy,field,1754.0,8.6,24.4,,166.0,0.57,9.8,,,,10^3,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-00547,5/1/26 0:00,SYS-0014,BMS export,bms,2.77,8.8,,,,,,,,,,cond=mS/cm,
RD-00548,5/1/26 0:00,SYS-0015,BMS export,bms,2.89,8.8,,,,,,,,,,cond=mS/cm,
RD-00549,5/1/26 0:00,SYS-0016,BMS export,bms,2.88,8.6,,,,,,,,,,cond=mS/cm,
RD-00550,5/1/26 0:00,SYS-0017,BMS export,bms,2.85,8.7,,,,,,,,,,cond=mS/cm,
RD-00551,2026-05-01 08:50,SYS-0012,Kyle Bishop,field,1576.0,8.8,385.0,,66.0,0.56,10.7,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00552,2026-05-01 10:10,SYS-0013,Kyle Bishop,field,3028.0,9.8,,,,,243.0,0.11,,,,cond=uS/cm;moly=ppm,
RD-00553,2026-05-01 11:45,SYS-0042,Jenn Fowler,field,1390.0,8.6,453.0,,190.0,0.38,11.8,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00554,2026-05-01 14:10,SYS-0041,Jenn Fowler,field,2951.0,11.3,0.1,637.0,,,,0.3,37.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00555,2026-05-01 15:15,SYS-0011,Kyle Bishop,field,2803.0,11.2,0.3,,,,,0.39,37.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00556,5/2/26 0:00,SYS-0014,BMS export,bms,2.93,8.8,,,,,,,,,,cond=mS/cm,
RD-00557,5/2/26 0:00,SYS-0015,BMS export,bms,2.93,,,,,,,,,,,cond=mS/cm,
RD-00558,5/2/26 0:00,SYS-0016,BMS export,bms,3.1,,,,,,,,,,,cond=mS/cm,
RD-00559,5/2/26 0:00,SYS-0017,BMS export,bms,2.9,8.9,,,,,,,,,,cond=mS/cm,
RD-00560,5/3/26 0:00,SYS-0014,BMS export,bms,2.8,,,,,,,,,,,cond=mS/cm,
RD-00561,5/3/26 0:00,SYS-0015,BMS export,bms,3.06,,,,,,,,,,,cond=mS/cm,
RD-00562,5/3/26 0:00,SYS-0016,BMS export,bms,2.95,,,,,,,,,,,cond=mS/cm,
RD-00563,5/3/26 0:00,SYS-0017,BMS export,bms,2.97,,,,,,,,,,,cond=mS/cm,
RD-00564,5/4/26 0:00,SYS-0014,BMS export,bms,2.85,8.6,,,,,,,,,,cond=mS/cm,
RD-00565,5/4/26 0:00,SYS-0015,BMS export,bms,2.79,,,,,,,,,,,cond=mS/cm,
RD-00566,5/4/26 0:00,SYS-0016,BMS export,bms,2.82,8.6,,,,,,,,,,cond=mS/cm,
RD-00567,5/4/26 0:00,SYS-0017,BMS export,bms,3.08,,,,,,,,,,,cond=mS/cm,
RD-00568,2026-05-04 08:15,SYS-0022,Dale Hardy,field,2698.0,11.1,0.5,509.0,,,,0.39,22,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00569,2026-05-04 08:30,SYS-0001,Jenn Fowler,field,3454.0,10.9,1.2,550.0,,,,0.24,26.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00570,2026-05-04 10:10,SYS-0005,Jenn Fowler,field,2454.0,9.6,,,,,,0.21,,1080.0,,cond=uS/cm;nitrite=ppm,
RD-00571,2026-05-04 10:50,SYS-0034,Kyle Bishop,field,1306.0,8.8,387.0,,151.0,0.82,12.4,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00572,2026-05-04 12:45,SYS-0032,Kyle Bishop,field,1486.0,10.3,0.5,,,,,0.37,43.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00573,2026-05-04 13:00,SYS-0003,Jenn Fowler,field,1353.0,8.6,398.0,,121.0,0.45,13.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00574,2026-05-04 13:40,SYS-0002,Jenn Fowler,field,2863.0,11.3,0.9,706.0,,,,0.44,26.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00575,2026-05-04 15:30,SYS-0004,Jenn Fowler,field,1678.0,8.9,470.0,,168.0,0.15,12.6,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00576,2026-05-04 15:40,SYS-0033,Kyle Bishop,field,1500,10.0,0.3,276.0,,,,0.25,44.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00577,5/5/26 0:00,SYS-0014,BMS export,bms,2.84,,,,,,,,,,,cond=mS/cm,
RD-00578,5/5/26 0:00,SYS-0015,BMS export,bms,2.9,8.6,,,,,,,,,,cond=mS/cm,
RD-00579,5/5/26 0:00,SYS-0016,BMS export,bms,2.96,,,,,,,,,,,cond=mS/cm,
RD-00580,5/5/26 0:00,SYS-0017,BMS export,bms,2.82,,,,,,,,,,,cond=mS/cm,
RD-00581,2026-05-05 10:50,SYS-0006,Marcus Webb,field,2868.0,11.2,0.6,,,,,0.53,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00582,2026-05-05 11:20,SYS-0007,Marcus Webb,field,1442.0,8.5,367.0,,184.0,0.85,10.5,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00583,2026-05-05 11:20,SYS-0044,Marcus Webb,field,2939.0,9.3,,,,,239.0,0.12,,,,cond=uS/cm;moly=ppm,
RD-00584,2026-05-05 12:30,SYS-0043,Marcus Webb,field,1800.0,8.3,384.0,,244.0,0.44,9.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00585,2026-05-05 14:45,SYS-0008,Marcus Webb,field,2525.0,9.7,,,,,,0.12,,990.0,,cond=uS/cm;nitrite=ppm,
RD-00586,5/6/26 0:00,SYS-0014,BMS export,bms,2.75,8.8,,,,,,,,,,cond=mS/cm,
RD-00587,5/6/26 0:00,SYS-0015,BMS export,bms,2.88,,,,,,,,,,,cond=mS/cm,
RD-00588,5/6/26 0:00,SYS-0016,BMS export,bms,2.72,8.4,,,,,,,,,,cond=mS/cm,
RD-00589,5/6/26 0:00,SYS-0017,BMS export,bms,2.99,,,,,,,,,,,cond=mS/cm,
RD-00590,2026-05-06 08:45,SYS-0029,Tomas Rivera,field,2919.0,9.5,,,,,267.0,0.08,,,,cond=uS/cm;moly=ppm,
RD-00591,2026-05-06 09:30,SYS-0054,Kyle Bishop,field,2490.0,9.4,,,,,,0.34,,976.0,,cond=uS/cm;nitrite=ppm,
RD-00592,2026-05-06 10:10,SYS-0053,Kyle Bishop,field,3031.0,10.9,0.5,758.0,,,,0.2,21.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00593,2026-05-06 10:30,SYS-0027,Tomas Rivera,field,2711.0,11.0,0.7,604.0,,,,0.32,37.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00594,2026-05-06 14:20,SYS-0028,Tomas Rivera,field,1689.0,8.9,396.0,,134.0,0.55,11.3,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00595,5/7/26 0:00,SYS-0014,BMS export,bms,3.07,8.6,,,,,,,,,,cond=mS/cm,
RD-00596,5/7/26 0:00,SYS-0015,BMS export,bms,2.85,8.5,,,,,,,,,,cond=mS/cm,
RD-00597,5/7/26 0:00,SYS-0016,BMS export,bms,2.8,8.9,,,,,,,,,,cond=mS/cm,
RD-00598,5/7/26 0:00,SYS-0017,BMS export,bms,3.01,,,,,,,,,,,cond=mS/cm,
RD-00599,2026-05-07 08:00,SYS-0018,Jenn Fowler,field,2629.0,9.4,,,,,250.0,0.16,,,,cond=uS/cm;moly=ppm,
RD-00600,2026-05-07 08:10,SYS-0014,Jenn Fowler,field,2944.0,8.7,508.0,,206.0,0.64,16.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00601,2026-05-07 09:00,SYS-0016,Jenn Fowler,field,2857.0,8.7,384.0,,203.0,0.58,16.5,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00602,2026-05-07 09:15,SYS-0015,Jenn Fowler,field,2885.0,8.7,446.0,,211,0.57,15.9,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00603,2026-05-07 10:20,SYS-0035,Dale Hardy,field,2458.0,11.1,0.4,689.0,,,,0.29,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00604,2026-05-07 14:45,SYS-0017,Jenn Fowler,field,2733.0,8.3,396.0,,275.0,0.52,12.1,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00605,5/8/26 0:00,SYS-0014,BMS export,bms,2.91,8.7,,,,,,,,,,cond=mS/cm,
RD-00606,5/8/26 0:00,SYS-0015,BMS export,bms,3.06,8.7,,,,,,,,,,cond=mS/cm,
RD-00607,5/8/26 0:00,SYS-0016,BMS export,bms,2.81,8.7,,,,,,,,,,cond=mS/cm,
RD-00608,5/8/26 0:00,SYS-0017,BMS export,bms,2.91,,,,,,,,,,,cond=mS/cm,
RD-00609,2026-05-08 09:40,SYS-0041,Jenn Fowler,field,2822.0,11.3,0.2,761.0,,,,0.22,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00610,2026-05-08 10:20,SYS-0012,Kyle Bishop,field,1696.0,8.4,480.0,,233.0,0.65,10.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00611,2026-05-08 12:10,SYS-0042,Jenn Fowler,field,1432.0,8.8,447.0,,174.0,0.5,11.5,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00612,2026-05-08 12:15,SYS-0011,Kyle Bishop,field,2885.0,11.0,0,667.0,,,,0.44,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00613,2026-05-08 15:00,SYS-0013,Kyle Bishop,field,2056.0,8.9,,,,,233.0,0.28,,,,cond=uS/cm;moly=ppm,
RD-00614,5/9/26 0:00,SYS-0014,BMS export,bms,2.89,8.9,,,,,,,,,,cond=mS/cm,
RD-00615,5/9/26 0:00,SYS-0015,BMS export,bms,2.76,9.1,,,,,,,,,,cond=mS/cm,
RD-00616,5/9/26 0:00,SYS-0016,BMS export,bms,2.78,8.7,,,,,,,,,,cond=mS/cm,
RD-00617,5/9/26 0:00,SYS-0017,BMS export,bms,3.04,8.7,,,,,,,,,,cond=mS/cm,
RD-00618,5/10/26 0:00,SYS-0014,BMS export,bms,2.78,,,,,,,,,,,cond=mS/cm,
RD-00619,5/10/26 0:00,SYS-0015,BMS export,bms,2.9,,,,,,,,,,,cond=mS/cm,
RD-00620,5/10/26 0:00,SYS-0016,BMS export,bms,2.95,8.8,,,,,,,,,,cond=mS/cm,
RD-00621,5/10/26 0:00,SYS-0017,BMS export,bms,3.23,,,,,,,,,,,cond=mS/cm,
RD-00622,5/11/26 0:00,SYS-0014,BMS export,bms,2.98,,,,,,,,,,,cond=mS/cm,
RD-00623,5/11/26 0:00,SYS-0015,BMS export,bms,2.77,8.9,,,,,,,,,,cond=mS/cm,
RD-00624,5/11/26 0:00,SYS-0016,BMS export,bms,3.07,8.5,,,,,,,,,,cond=mS/cm,
RD-00625,5/11/26 0:00,SYS-0017,BMS export,bms,2.95,8.7,,,,,,,,,,cond=mS/cm,
RD-00626,2026-05-11 08:00,SYS-0004,Jenn Fowler,field,1361.0,8.6,464.0,,210.0,0.09,9.4,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00627,2026-05-11 08:40,SYS-0040,Dale Hardy,field,2822.0,11.3,0.8,,,,,0.48,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00628,2026-05-11 10:00,SYS-0002,Jenn Fowler,field,2813.0,11.3,0.9,596.0,,,,0.24,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00629,2026-05-11 10:00,SYS-0024,Jenn Fowler,field,2506.0,9.8,,,,,,0.26,,1170.0,,cond=uS/cm;nitrite=ppm,
RD-00630,2026-05-11 10:15,SYS-0003,Jenn Fowler,field,1457.0,8.6,462.0,,157.0,0.69,10.3,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00631,2026-05-11 13:10,SYS-0005,Jenn Fowler,field,2772.0,9.1,,,,,,0.28,,940.0,,cond=uS/cm;nitrite=ppm,
RD-00632,2026-05-11 13:30,SYS-0001,Jenn Fowler,field,2449.0,11.0,0.9,682.0,,,,0.36,34.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00633,2026-05-11 14:40,SYS-0023,Jenn Fowler,field,2646.0,11.1,0.3,630.0,,,,0.48,27.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00634,5/12/26 0:00,SYS-0014,BMS export,bms,2.82,8.4,,,,,,,,,,cond=mS/cm,
RD-00635,5/12/26 0:00,SYS-0015,BMS export,bms,2.82,8.7,,,,,,,,,,cond=mS/cm,
RD-00636,5/12/26 0:00,SYS-0016,BMS export,bms,2.77,8.8,,,,,,,,,,cond=mS/cm,
RD-00637,5/12/26 0:00,SYS-0017,BMS export,bms,3.0,,,,,,,,,,,cond=mS/cm,
RD-00638,2026-05-12 08:30,SYS-0007,Marcus Webb,field,1609.0,8.3,586.0,,227.0,0.52,12.5,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00639,2026-05-12 09:15,SYS-0009,Marcus Webb,field,3153.0,11.2,0.9,627.0,,,,0.4,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00640,2026-05-12 09:20,SYS-0010,Marcus Webb,field,1413.0,8.6,352.0,,169.0,0.41,12.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00641,2026-05-12 09:40,SYS-0051,Dale Hardy,field,2766.0,11.3,0.6,,,,,0.52,21.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00642,2026-05-12 10:00,BONF-CLF-B1,Central Analytical,lab,3.13,11.15,0.2,638,197,,,0.46,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00643,2026-05-12 10:00,BONF-OGD-B2,Central Analytical,lab,3.21,10.84,0.1,591,159,,,0.14,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00644,2026-05-12 10:00,CLPK-B1,Central Analytical,lab,2.68,10.82,0.9,520,247,,,0.58,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00645,2026-05-12 10:00,MRMC-B1,Central Analytical,lab,2.72,10.89,0.7,522,147,,,0.35,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00646,2026-05-12 10:00,SALT-HP1,Central Analytical,lab,1.23,10.43,0.8,425,246,,,0.28,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00647,2026-05-12 10:00,SALT-HP2,Central Analytical,lab,1.54,10.54,0.4,239,290,,,0.29,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00648,2026-05-12 10:10,SYS-0008,Marcus Webb,field,3006.0,9.3,,,,,,0.05,,941.0,,cond=uS/cm;nitrite=ppm,
RD-00649,2026-05-12 11:15,SYS-0006,Marcus Webb,field,2841.0,11.2,0.7,624.0,,,,0.64,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00650,5/13/26 0:00,SYS-0014,BMS export,bms,2.94,8.9,,,,,,,,,,cond=mS/cm,
RD-00651,5/13/26 0:00,SYS-0015,BMS export,bms,2.77,8.6,,,,,,,,,,cond=mS/cm,
RD-00652,5/13/26 0:00,SYS-0016,BMS export,bms,2.83,8.8,,,,,,,,,,cond=mS/cm,
RD-00653,5/13/26 0:00,SYS-0017,BMS export,bms,3.03,,,,,,,,,,,cond=mS/cm,
RD-00654,2026-05-13 09:15,SYS-0036,Tomas Rivera,field,3274.0,11.1,0.6,713.0,,,,0.21,27.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00655,2026-05-13 09:30,SYS-0039,Tomas Rivera,field,2883.0,9.5,,,,,,0.1,,960.0,,cond=uS/cm;nitrite=ppm,
RD-00656,2026-05-13 09:40,SYS-0029,Tomas Rivera,field,2394.0,6.4,,,,,218.0,0.31,,,,cond=uS/cm;moly=ppm,"Suspect sample port, see re-draw."
RD-00657,2026-05-13 10:05,SYS-0029,Tomas Rivera,field,2394.0,8.9,,,,,218.0,0.31,,,,cond=uS/cm;moly=ppm,Re-draw after flushing correct port.
RD-00658,2026-05-13 10:45,SYS-0037,Tomas Rivera,field,2847.0,11.0,0.8,676.0,,,,0.15,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00659,2026-05-13 11:10,SYS-0038,Tomas Rivera,field,1330.0,8.3,411.0,,238.0,0.33,10.7,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00660,2026-05-13 11:40,SYS-0027,Tomas Rivera,field,2767.0,11.0,0.8,725.0,,,,0.42,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00661,2026-05-13 12:50,SYS-0021,Marcus Webb,field,2875.0,11.0,0.1,695.0,,,,0.28,39.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00662,2026-05-13 14:30,SYS-0028,Tomas Rivera,field,1548.0,8.8,445.0,,192.0,0.78,9.5,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00663,2026-05-13 15:00,SYS-0019,Marcus Webb,field,3038.0,9.6,,,,,,0.8,,720,,cond=uS/cm;nitrite=ppm,Sample drawn before re-dose.
RD-00664,2026-05-13 15:15,SYS-0020,Marcus Webb,field,1729.0,8.6,468.0,,152.0,0.44,11.7,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00665,5/14/26 0:00,SYS-0014,BMS export,bms,2.78,8.8,,,,,,,,,,cond=mS/cm,
RD-00666,5/14/26 0:00,SYS-0015,BMS export,bms,3.0,8.7,,,,,,,,,,cond=mS/cm,
RD-00667,5/14/26 0:00,SYS-0016,BMS export,bms,3.03,,,,,,,,,,,cond=mS/cm,
RD-00668,5/14/26 0:00,SYS-0017,BMS export,bms,3.09,8.8,,,,,,,,,,cond=mS/cm,
RD-00669,2026-05-14 08:45,SYS-0015,Jenn Fowler,field,2963.0,8.7,434.0,,223,0.27,12.0,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00670,2026-05-14 09:45,SYS-0014,Jenn Fowler,field,2863.0,8.7,461.0,,243.0,0.38,16.2,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00671,2026-05-14 10:15,SYS-0025,Dale Hardy,field,2916.0,11.1,0.6,630.0,,,,0.09,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00672,2026-05-14 10:20,SYS-0018,Jenn Fowler,field,3006.0,9.2,,,,,239.0,0.19,,,,cond=uS/cm;moly=ppm,
RD-00673,2026-05-14 10:45,SYS-0031,Dale Hardy,field,1593.0,8.9,22.5,,141.0,0.72,9.5,,,,10^3,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-00674,2026-05-14 13:00,SYS-0026,Dale Hardy,field,1703.0,8.4,29.4,,151.0,0.6,10.4,,,,,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-00675,2026-05-14 13:40,SYS-0016,Jenn Fowler,field,2951.0,8.9,366.0,,265.0,0.61,14.1,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00676,2026-05-14 14:30,SYS-0030,Dale Hardy,field,3029.0,9.6,,,,,,0.26,,920.0,,cond=uS/cm;nitrite=ppm,
RD-00677,2026-05-14 15:00,SYS-0017,Jenn Fowler,field,3105.0,8.7,512.0,,285.0,0.49,13.7,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00678,5/15/26 0:00,SYS-0014,BMS export,bms,2.6,,,,,,,,,,,cond=mS/cm,
RD-00679,5/15/26 0:00,SYS-0015,BMS export,bms,3.05,,,,,,,,,,,cond=mS/cm,
RD-00680,5/15/26 0:00,SYS-0016,BMS export,bms,3.01,8.7,,,,,,,,,,cond=mS/cm,
RD-00681,5/15/26 0:00,SYS-0017,BMS export,bms,2.93,,,,,,,,,,,cond=mS/cm,
RD-00682,2026-05-15 08:20,SYS-0011,Kyle Bishop,field,2418.0,11.5,0.3,,,,,0.34,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00683,2026-05-15 11:00,SYS-0012,Kyle Bishop,field,1674.0,8.9,408.0,,130.0,0.59,11.1,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00684,2026-05-15 11:20,SYS-0041,Jenn Fowler,field,3027.0,10.9,1.0,590.0,,,,0.26,22.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00685,2026-05-15 12:40,SYS-0013,Kyle Bishop,field,2781.0,9.8,,,,,243.0,0.29,,,,cond=uS/cm;moly=ppm,
