visit_id,visit_date,technician,customer_id,facility_id,systems_serviced,work_performed,chemicals_added,visit_status,follow_up_date,observations
V-0278,2026-08-11,Aaron Silva,CUST-0020,F-0023,SYS-0051,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 3 gal; BW-305 2 gal; AM-115 1 qt,completed,,Housekeeping around feed area needs attention.
V-0279,2026-08-12,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 1 gal; CT-770 3 gal; BRM-40 5 lb,completed,2026-08-19,
V-0280,2026-08-13,Jenn Fowler,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: routine tower service: tests, biocide rotation, sump inspection",CT-785 6 gal; BRM-40 5 lb; CT-785 3 gal; BRM-40 5 lb; CT-785 5 gal; BRM-40 5 lb; CT-785 5 gal; BRM-40 5 lb,completed,,
V-0281,2026-08-13,Dale Hardy,CUST-0009,F-0011,SYS-0030;SYS-0031,"Tested loop, checked pot feeder, dosed inhibitor",CT-770 6 gal; BRM-40 5 lb,completed,,No issues noted.
V-0282,2026-08-14,Jenn Fowler,CUST-0014,F-0016,SYS-0041;SYS-0042,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; CT-770 4 gal; BRM-40 5 lb,completed,,"Tower conductivity trending up over summer, bleed valve sticking intermittently. Cleaned stem, monitor."
V-0283,2026-08-17,Jenn Fowler,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; BW-210 2 gal; BW-305 2 gal; CT-770 4 gal; BIO-12 1 gal; CT-770 5 gal; BIO-12 1 gal,completed,,
V-0284,2026-08-17,Dale Hardy,CUST-0013,F-0015,SYS-0040,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 3 gal; BW-305 1 gal; AM-115 1 qt,completed,,
V-0285,2026-08-17,Aaron Silva,CUST-0021,F-0024,SYS-0052,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt,completed,,
V-0286,2026-08-18,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 2 gal; CT-770 3 gal; BIO-12 1 gal; CL-40 1 gal,completed,,All parameters in range.
V-0287,2026-08-18,Marcus Webb,CUST-0002,F-0003,SYS-0009;SYS-0010,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 3 gal; BIO-12 1 gal,completed,,
V-0288,2026-08-18,Jenn Fowler,CUST-0017,F-0019,SYS-0047;SYS-0048,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 6 gal; BIO-12 1 gal,completed,,
V-0289,2026-08-19,Marcus Webb,CUST-0005,F-0006,SYS-0019;SYS-0020;SYS-0021,Full site service: loop sample and inhibitor top-up as needed,CL-40 14 gal; CT-770 4 gal; BIO-12 1 gal; BW-210 2 gal; BW-305 1 gal; AM-115 1 qt,completed,,"Makeup meter 51,480. Nitrite burn-through continues, dosing heavy to compensate. Needs decision on leak locate."
V-0290,2026-08-19,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 4 gal; BIO-12 1 gal; CL-M40 1 gal,completed,2026-08-26,Housekeeping around feed area needs attention.
V-0291,2026-08-19,Tomas Rivera,CUST-0012,F-0014,SYS-0036;SYS-0037;SYS-0038;SYS-0039,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 2 gal; AM-115 1 qt; BW-210 2 gal; BW-305 2 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal,completed,,Housekeeping around feed area needs attention.
V-0292,2026-08-20,Jenn Fowler,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: routine tower service: tests, biocide rotation, sump inspection",CT-785 6 gal; BIO-12 1 gal; CT-785 4 gal; BIO-12 1 gal; CT-785 5 gal; BIO-12 1 gal; CT-785 6 gal; BIO-12 1 gal; CL-M40 1 gal,completed,,
V-0293,2026-08-20,Dale Hardy,CUST-0007,F-0009,SYS-0025;SYS-0026,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; CT-770 3 gal; BIO-12 1 gal,completed,,"Bleed valve cycled manually, operating normally."
V-0294,2026-08-20,Dale Hardy,CUST-0016,F-0018,SYS-0046,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 2 gal,completed,,Left updated log sheet with operator.
V-0295,2026-08-21,Jenn Fowler,CUST-0014,F-0016,SYS-0041;SYS-0042,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 2 gal; BW-305 2 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal,completed,,Left updated log sheet with operator.
V-0296,2026-08-24,Jenn Fowler,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 6 gal; BRM-40 5 lb; CT-770 6 gal; BRM-40 5 lb,completed,2026-09-23,"Site contact unavailable, report left at office."
V-0297,2026-08-24,Marcus Webb,CUST-0010,F-0012,SYS-0032;SYS-0033;SYS-0034,"Full site service: routine boiler service: tests, chemical dosing, blowdown check",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; BW-210 3 gal; BW-305 2 gal; CT-770 5 gal; BRM-40 5 lb,completed,,All parameters in range.
V-0298,2026-08-25,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 6 gal; BRM-40 5 lb; CL-40 1 gal,completed,,All parameters in range.
V-0299,2026-08-25,Aaron Silva,CUST-0015,F-0017,SYS-0043;SYS-0044;SYS-0045,"Full site service: routine tower service: tests, biocide rotation, sump inspection",CT-770 3 gal; BRM-40 5 lb,completed,,Housekeeping around feed area needs attention.
V-0300,2026-08-26,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 1 gal; CT-770 6 gal; BRM-40 5 lb,completed,,No issues noted.
V-0301,2026-08-26,Tomas Rivera,CUST-0018,F-0020,SYS-0049;SYS-0050,"Condenser water tests, dosed treatment, checked spray coverage",CT-770 3 gal; BRM-40 5 lb; CT-770 6 gal; BRM-40 5 lb,completed,,Left updated log sheet with operator.
V-0302,2026-08-27,Jenn Fowler,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: tower water tests, dosed inhibitor and biocide, checked bleed valve",CT-785 3 gal; BRM-40 5 lb; CT-785 6 gal; BRM-40 5 lb; CT-785 4 gal; BRM-40 5 lb; CT-785 3 gal; BRM-40 5 lb,completed,,
V-0303,2026-08-28,Jenn Fowler,CUST-0014,F-0016,SYS-0041;SYS-0042,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BRM-40 5 lb,completed,2026-09-11,No issues noted.
V-0304,2026-08-31,Jenn Fowler,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal; CT-770 5 gal; BIO-12 1 gal,completed,,CT-2 dipslide still elevated. See field notes. Waiting on approval for offline clean and disinfection.
V-0305,2026-08-31,Dale Hardy,CUST-0013,F-0015,SYS-0040,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 3 gal; BW-305 2 gal,completed,,Left updated log sheet with operator.
